Date,Plant_ID,Product_Line,Production_Quantity,Defective_Units,Downtime_Hours,Machine_Utilization_%,Energy_Cost,Labor_Cost,Maintenance_Cost,Total_Production_Cost,Sales_Quantity,Revenue,Order_Fulfillment_%,Region
2025-11-10,Gurgaon_03,Motor_Shaft,1035,44,3.3,82.7,57784,88027,20863,166674,994,840924,89.1,India
2025-11-11,Chennai_02,Motor_Shaft,936,27,1.9,93.8,49772,78621,18859,147252,902,645832,91.9,Europe
2025-11-12,Chennai_02,Axle_Component,1793,50,0.6,87.6,43998,93906,9722,147626,1735,1205825,92.2,Asia
2025-11-13,Pune_01,Gear_Assembly,1147,44,1.8,85.0,53302,87800,10232,151334,1091,828069,95.4,India
2025-11-14,Pune_01,EV_Differential,1243,53,3.0,84.4,56700,76017,10845,143562,1221,871794,88.8,Europe
2025-11-15,Chennai_02,Axle_Component,1321,13,3.8,80.2,38083,89457,20322,147862,1250,958750,90.9,India
2025-11-16,Chennai_02,Motor_Shaft,1798,44,2.0,89.1,58804,73989,7779,140572,1754,1273404,95.4,Asia
2025-11-17,Gurgaon_03,Gear_Assembly,1507,56,0.8,76.8,44034,80799,10641,135474,1434,1078368,93.7,Europe
2025-11-18,Gurgaon_03,Gear_Assembly,1673,52,2.1,93.9,47641,74196,19726,141563,1628,1201464,93.1,India
2025-11-19,Chennai_02,EV_Differential,1214,33,1.4,90.0,53062,73414,24127,150603,1172,784068,98.1,India
2025-11-20,Pune_01,Gear_Assembly,1767,36,3.7,75.2,52740,66014,17860,136614,1727,1516306,98.6,Europe
2025-11-21,Chennai_02,EV_Differential,1452,32,2.9,86.1,55454,88366,15613,159433,1376,978336,96.2,India
2025-11-22,Gurgaon_03,Motor_Shaft,1397,12,1.9,88.8,49317,83768,24193,157278,1361,1209929,92.9,Asia
2025-11-23,Pune_01,EV_Differential,1375,33,2.5,94.0,52615,80890,18767,152272,1358,1106770,92.6,India
2025-11-24,Pune_01,Axle_Component,1401,35,1.7,91.4,56392,87606,17150,161148,1350,1113750,92.2,India
2025-11-25,Gurgaon_03,Motor_Shaft,1774,36,1.4,92.2,55595,76426,23609,155630,1711,1536478,89.7,Asia
2025-11-26,Bengaluru_04,Axle_Component,1656,36,2.2,74.5,57942,75218,7393,140553,1591,1225070,93.7,Asia
2025-11-27,Gurgaon_03,Axle_Component,932,27,0.9,73.2,35975,72605,14213,122793,901,757741,90.8,Europe
2025-11-28,Chennai_02,Gear_Assembly,1092,54,4.0,85.6,49496,77062,16850,143408,1029,844809,97.3,Europe
2025-11-29,Chennai_02,EV_Differential,1117,27,3.7,74.8,51344,75940,18258,145542,1070,921270,91.8,Asia
2025-11-30,Pune_01,Gear_Assembly,1193,39,3.3,71.4,54563,79554,11538,145655,1122,794376,98.4,Europe
2025-12-01,Gurgaon_03,Axle_Component,1705,15,2.8,94.2,52070,92937,23740,168747,1679,1479199,93.9,India
2025-12-02,Bengaluru_04,Gear_Assembly,1122,22,1.8,80.1,45542,69357,22599,137498,1095,907755,92.2,Europe
2025-12-03,Bengaluru_04,EV_Differential,1680,16,0.7,87.6,54254,76392,19336,149982,1635,1095450,89.4,Europe
2025-12-04,Pune_01,Gear_Assembly,1438,46,3.2,75.0,37272,82350,24273,143895,1405,927300,88.4,Europe
2025-12-05,Gurgaon_03,Axle_Component,1539,32,3.7,91.4,41121,83660,19198,143979,1518,1036794,96.8,Europe
2025-12-06,Pune_01,Axle_Component,1501,17,3.1,75.2,54768,91145,17086,162999,1424,1030976,93.2,India
2025-12-07,Bengaluru_04,Gear_Assembly,1388,41,4.0,70.6,38602,70062,18877,127541,1371,995346,97.4,India
2025-12-08,Chennai_02,Gear_Assembly,1783,10,0.5,71.9,35614,69050,23709,128373,1745,1319220,93.1,Europe
2025-12-09,Bengaluru_04,Motor_Shaft,1125,53,2.5,78.4,41941,92078,20464,154483,1051,802964,90.6,Asia
2025-12-10,Bengaluru_04,Gear_Assembly,1280,5,2.3,84.6,52459,83897,15168,151524,1240,1076320,94.1,Asia
2025-12-11,Pune_01,Axle_Component,1796,30,1.3,78.1,58704,90089,12622,161415,1782,1163646,91.9,India
2025-12-12,Pune_01,Motor_Shaft,1284,59,2.0,84.1,57995,91784,21605,171384,1219,1069063,95.0,Asia
2025-12-13,Bengaluru_04,Motor_Shaft,1583,24,1.8,93.1,46736,75514,21688,143938,1508,1097824,97.6,Asia
2025-12-14,Chennai_02,Motor_Shaft,1357,53,2.1,71.2,43780,71554,19664,134998,1324,947984,92.2,Europe
2025-12-15,Pune_01,Motor_Shaft,1794,52,3.7,70.7,51043,77764,9986,138793,1768,1218152,93.9,India
2025-12-16,Gurgaon_03,Axle_Component,1247,15,2.3,81.9,36353,91986,13597,141936,1195,917760,97.6,Asia
2025-12-17,Pune_01,EV_Differential,1604,10,2.9,83.3,56352,68671,14292,139315,1544,1335560,89.2,India
2025-12-18,Chennai_02,Motor_Shaft,1538,46,3.2,94.3,37763,85389,10241,133393,1490,1263520,92.5,Europe
2025-12-19,Pune_01,EV_Differential,945,45,2.7,78.4,40406,89374,19041,148821,876,682404,96.3,Europe
2025-12-20,Gurgaon_03,Gear_Assembly,997,7,0.8,82.4,48932,94299,12257,155488,950,661200,97.8,Asia
2025-12-21,Gurgaon_03,Gear_Assembly,1713,22,1.6,74.5,57375,87611,16258,161244,1678,1208160,91.5,Asia
2025-12-22,Pune_01,Gear_Assembly,864,38,1.8,90.2,54668,89124,11566,155358,834,614658,88.8,Asia
2025-12-23,Bengaluru_04,Motor_Shaft,1440,34,1.5,86.2,54747,76716,18978,150441,1407,1177659,89.4,India
2025-12-24,Bengaluru_04,Axle_Component,1516,28,3.6,71.1,51805,74965,18760,145530,1456,1182272,91.4,India
2025-12-25,Pune_01,Motor_Shaft,1365,43,1.5,87.0,51770,87515,10258,149543,1342,1144726,95.4,Asia
2025-12-26,Bengaluru_04,Axle_Component,1225,36,3.0,79.0,54708,88161,7105,149974,1214,886220,94.3,Europe
2025-12-27,Gurgaon_03,Axle_Component,890,13,1.9,91.3,58112,94011,12684,164807,841,583654,89.1,India
2025-12-28,Bengaluru_04,Motor_Shaft,945,16,1.0,70.3,43837,80407,13382,137626,929,796153,91.2,India
2025-12-29,Gurgaon_03,EV_Differential,1286,23,3.1,70.9,55671,94401,9261,159333,1215,876015,89.0,India
2025-12-30,Chennai_02,Motor_Shaft,1038,24,0.5,70.3,45441,74719,9691,129851,1011,745107,98.3,India
2025-12-31,Chennai_02,Gear_Assembly,1000,32,2.7,91.3,52216,80401,19884,152501,982,821934,96.2,Europe
2026-01-01,Pune_01,EV_Differential,1416,26,2.3,84.7,39663,72062,11331,123056,1382,1199576,97.2,Europe
2026-01-02,Chennai_02,Gear_Assembly,808,53,2.6,85.0,42972,80329,11264,134565,737,546854,94.2,India
2026-01-03,Gurgaon_03,Axle_Component,1465,40,0.9,91.8,55925,92855,20003,168783,1405,1057965,89.7,India
2026-01-04,Pune_01,Gear_Assembly,1649,14,0.7,78.9,55262,93948,18139,167349,1580,1121800,92.4,Europe
2026-01-05,Pune_01,Motor_Shaft,1179,50,3.5,83.8,44481,93341,17067,154889,1105,802230,91.5,Europe
2026-01-06,Pune_01,Axle_Component,1534,27,1.6,72.5,37956,73077,10722,121755,1497,1034427,92.0,India
2026-01-07,Gurgaon_03,Axle_Component,1598,21,3.1,80.7,44108,94388,13458,151954,1539,1301994,89.1,Europe
2026-01-08,Pune_01,Gear_Assembly,819,52,2.2,73.3,38203,71499,12173,121875,785,612300,95.8,Europe
2026-01-09,Bengaluru_04,Motor_Shaft,1601,47,3.2,88.7,44969,68201,23733,136903,1526,1039206,90.3,India
2026-01-10,Pune_01,Axle_Component,1231,54,0.8,82.8,49855,68401,20636,138892,1203,1068264,89.2,Europe
2026-01-11,Pune_01,Gear_Assembly,1075,24,3.7,74.2,37889,74569,17141,129599,1035,715185,91.4,India
2026-01-12,Pune_01,Motor_Shaft,1645,8,1.3,93.3,39240,83706,17748,140694,1585,1410650,89.2,India
2026-01-13,Gurgaon_03,Axle_Component,1213,29,3.7,85.8,39663,70909,19818,130390,1173,791775,90.6,Europe
2026-01-14,Gurgaon_03,EV_Differential,1528,6,1.6,73.8,58970,73872,11922,144764,1478,1124758,90.1,Asia
2026-01-15,Bengaluru_04,Motor_Shaft,955,41,3.2,75.1,37486,66155,17082,120723,936,771264,98.2,Asia
2026-01-16,Bengaluru_04,EV_Differential,1712,20,2.2,86.5,42848,79274,24677,146799,1669,1378594,97.9,Asia
2026-01-17,Bengaluru_04,Motor_Shaft,985,22,2.0,75.7,43210,67759,23091,134060,968,844096,96.4,Europe
2026-01-18,Chennai_02,EV_Differential,1027,21,3.3,79.4,36885,72060,23331,132276,981,856413,90.2,Europe
2026-01-19,Pune_01,Gear_Assembly,909,15,3.1,86.8,54115,93583,24253,171951,853,633779,98.3,Europe
2026-01-20,Pune_01,Axle_Component,1651,8,2.4,86.4,54971,94771,23460,173202,1594,1279982,91.5,India
2026-01-21,Gurgaon_03,Axle_Component,1625,23,0.7,81.1,46340,91041,7244,144625,1550,1021450,96.3,India
2026-01-22,Chennai_02,EV_Differential,1536,18,2.9,71.2,37399,69640,17391,124430,1497,1255983,90.5,Europe
2026-01-23,Gurgaon_03,Axle_Component,1455,6,1.4,92.7,59307,70122,16852,146281,1434,1051122,92.0,Europe
2026-01-24,Pune_01,EV_Differential,862,47,2.3,78.0,53205,92578,18595,164378,838,612578,91.3,Asia
2026-01-25,Gurgaon_03,Motor_Shaft,1405,37,3.5,80.4,56774,69083,7745,133602,1350,962550,88.7,India
2026-01-26,Chennai_02,Axle_Component,1386,33,3.1,90.7,47213,74528,21162,142903,1311,1047489,93.9,India
2026-01-27,Chennai_02,EV_Differential,1665,27,3.6,71.0,36543,65271,12295,114109,1595,1059080,91.8,Europe
2026-01-28,Chennai_02,Motor_Shaft,1581,40,2.5,86.7,41722,73201,11144,126067,1507,1308076,95.3,Europe
2026-01-29,Pune_01,EV_Differential,1382,23,1.7,79.4,36506,83542,22222,142270,1343,898467,90.7,India
2026-01-30,Chennai_02,EV_Differential,966,30,1.2,82.6,46663,71152,7012,124827,929,746916,91.9,India
2026-01-31,Chennai_02,Axle_Component,1504,22,3.9,89.8,57183,81182,15812,154177,1452,1006236,98.8,India
2026-02-01,Bengaluru_04,Axle_Component,1554,45,1.5,84.6,57891,81330,12611,151832,1482,1086306,90.9,India
2026-02-02,Pune_01,Gear_Assembly,1119,13,1.0,93.3,44304,72522,20663,137489,1061,703443,90.3,India
2026-02-03,Gurgaon_03,Axle_Component,1636,9,1.6,81.7,56000,69725,21769,147494,1611,1098702,93.0,Asia
2026-02-04,Pune_01,Motor_Shaft,1497,29,3.8,83.0,36195,85943,8244,130382,1464,1112640,94.6,Europe
2026-02-05,Bengaluru_04,Motor_Shaft,1697,31,3.7,83.0,54783,78275,21915,154973,1674,1406160,90.4,India
2026-02-06,Pune_01,Axle_Component,1183,36,3.6,84.3,50462,90791,8695,149948,1161,978723,95.1,India
2026-02-07,Bengaluru_04,Gear_Assembly,986,26,1.6,72.1,38003,94256,14195,146454,912,607392,88.5,Asia
2026-02-08,Gurgaon_03,EV_Differential,1565,33,0.7,75.9,40872,85037,18367,144276,1503,1285065,98.5,Asia
2026-02-09,Chennai_02,Axle_Component,1134,35,2.2,86.6,42689,68567,24565,135821,1088,835584,89.2,Europe
2026-02-10,Gurgaon_03,EV_Differential,1619,41,3.7,90.1,49728,77006,23150,149884,1547,1172626,89.3,Asia
2026-02-11,Bengaluru_04,Gear_Assembly,1241,30,2.2,71.8,47856,89125,12105,149086,1162,788998,89.8,Asia
2026-02-12,Chennai_02,Gear_Assembly,1112,49,2.7,86.7,42436,86177,19638,148251,1051,717833,98.3,Europe
2026-02-13,Gurgaon_03,Axle_Component,895,10,2.3,71.9,58327,86586,12344,157257,858,748176,91.1,Asia
2026-02-14,Bengaluru_04,Gear_Assembly,1389,23,2.3,81.5,51627,92208,19755,163590,1342,905850,97.5,India
2026-02-15,Gurgaon_03,Gear_Assembly,872,36,0.7,91.5,40829,66613,20147,127589,805,593285,98.0,Europe
2026-02-16,Bengaluru_04,Gear_Assembly,1586,25,3.1,72.4,58065,85140,16371,159576,1548,1030968,98.8,India
2026-02-17,Pune_01,Gear_Assembly,1148,8,1.3,93.1,38182,76009,21328,135519,1090,923230,94.7,Europe
2026-02-18,Gurgaon_03,EV_Differential,945,58,3.2,90.2,50234,84958,22012,157204,885,587640,98.3,Asia
2026-02-19,Gurgaon_03,Axle_Component,1742,30,3.6,72.1,54624,90938,11893,157455,1728,1327104,92.8,Europe
2026-02-20,Gurgaon_03,Axle_Component,1561,43,2.1,74.3,59111,81679,17245,158035,1514,1238452,94.7,Europe
2026-02-21,Pune_01,EV_Differential,1584,56,0.5,83.7,59142,76885,16228,152255,1564,1208972,91.3,Asia
2026-02-22,Bengaluru_04,Axle_Component,1020,13,2.4,84.2,50863,77561,17447,145871,978,725676,96.4,Asia
2026-02-23,Pune_01,Gear_Assembly,1342,32,2.2,85.3,51310,84213,20528,156051,1318,858018,97.0,Europe
2026-02-24,Bengaluru_04,Motor_Shaft,1591,31,3.4,71.4,57694,68006,11302,137002,1556,1110984,96.9,India
2026-02-25,Pune_01,EV_Differential,1546,54,3.8,85.7,43378,66597,18600,128575,1501,1058205,88.5,India
2026-02-26,Pune_01,EV_Differential,938,15,1.2,86.7,55684,91325,20269,167278,892,735008,88.5,Asia
2026-02-27,Bengaluru_04,Gear_Assembly,1689,9,0.9,73.1,48254,84369,7559,140182,1650,1316700,89.0,India
2026-02-28,Pune_01,Gear_Assembly,1600,42,0.7,72.6,36832,80517,12167,129516,1542,1270608,94.1,India
2026-03-01,Bengaluru_04,Axle_Component,1701,29,0.7,86.1,35489,71889,18906,126284,1643,1307828,93.4,India
2026-03-02,Chennai_02,Motor_Shaft,1640,21,2.0,76.9,47048,74776,9963,131787,1581,1233180,95.9,Asia
2026-03-03,Bengaluru_04,EV_Differential,977,41,3.9,83.2,56327,87666,23630,167623,948,833292,95.4,Asia
2026-03-04,Bengaluru_04,Motor_Shaft,1537,5,1.6,91.7,40323,87416,19888,147627,1467,974088,88.7,Europe
2026-03-05,Chennai_02,Motor_Shaft,860,35,1.2,84.3,49367,86663,11332,147362,798,566580,91.9,Asia
2026-03-06,Bengaluru_04,Gear_Assembly,1571,31,1.2,94.0,47399,77243,8845,133487,1545,1368870,89.4,Europe
2026-03-07,Pune_01,Motor_Shaft,1205,57,3.0,93.5,44840,89098,19931,153869,1170,900900,96.4,Asia
2026-03-08,Pune_01,EV_Differential,1465,26,3.0,75.9,52051,83880,10499,146430,1413,1150182,90.1,Asia
2026-03-09,Pune_01,EV_Differential,1448,17,2.3,72.6,49714,66025,7071,122810,1396,1081900,94.6,India
2026-03-10,Pune_01,Gear_Assembly,1271,7,1.8,76.3,39102,82288,10026,131416,1208,909624,96.6,India
2026-03-11,Gurgaon_03,Motor_Shaft,977,54,1.6,72.4,46343,89074,24824,160241,961,746697,88.9,Asia
2026-03-12,Chennai_02,Gear_Assembly,1517,32,3.1,90.3,40968,93794,14641,149403,1502,1135512,90.7,Asia
2026-03-13,Pune_01,Gear_Assembly,1579,27,2.1,82.6,45474,74187,14226,133887,1534,1000168,98.7,Europe
2026-03-14,Pune_01,EV_Differential,1734,30,2.0,78.9,37580,89530,20844,147954,1673,1222963,97.5,Europe
2026-03-15,Pune_01,EV_Differential,1099,36,3.0,74.9,53244,84523,20817,158584,1062,881460,89.6,India
2026-03-16,Bengaluru_04,Gear_Assembly,1584,48,1.6,86.6,57711,82430,9176,149317,1540,1098020,90.1,Europe
2026-03-17,Gurgaon_03,Axle_Component,1312,7,2.3,91.5,51984,78411,16180,146575,1299,1156110,89.5,Europe
2026-03-18,Pune_01,Motor_Shaft,975,7,3.4,89.0,45516,72396,14338,132250,940,648600,93.0,Asia
2026-03-19,Bengaluru_04,Gear_Assembly,1340,51,1.5,94.6,46324,93149,10218,149691,1285,1061410,97.3,India
2026-03-20,Pune_01,Gear_Assembly,941,48,1.8,79.6,50856,74611,11150,136617,881,661631,95.7,India
2026-03-21,Pune_01,EV_Differential,1509,35,3.5,82.8,49893,82248,23009,155150,1459,1272248,88.1,Europe
2026-03-22,Chennai_02,Axle_Component,1729,53,2.0,82.4,45976,84425,13391,143792,1651,1269619,94.6,Europe
2026-03-23,Bengaluru_04,Gear_Assembly,1269,49,1.7,84.2,53015,71452,24158,148625,1191,907542,90.3,Europe
2026-03-24,Bengaluru_04,Axle_Component,1729,9,0.9,73.2,44697,86113,18136,148946,1716,1180608,91.6,Asia
2026-03-25,Pune_01,EV_Differential,999,24,1.3,82.3,38319,82790,24625,145734,928,631040,91.1,India
2026-03-26,Chennai_02,EV_Differential,1442,55,3.0,86.4,36495,93401,18085,147981,1430,1251250,94.4,India
2026-03-27,Pune_01,Motor_Shaft,1510,52,0.8,73.0,50150,86397,23799,160346,1437,1054758,96.7,Asia
2026-03-28,Pune_01,EV_Differential,1592,29,3.6,89.3,54945,68816,8756,132517,1513,1007658,96.6,Asia
2026-03-29,Bengaluru_04,Motor_Shaft,883,7,0.9,84.3,39535,88267,21599,149401,837,741582,95.4,Europe
2026-03-30,Pune_01,Axle_Component,1653,30,3.4,70.7,55256,66054,15572,136882,1632,1077120,98.1,India
2026-03-31,Chennai_02,Axle_Component,1141,38,1.8,83.6,35544,92657,9239,137440,1068,896052,90.5,India
2026-04-01,Gurgaon_03,Axle_Component,858,56,3.1,79.3,40397,76528,23840,140765,822,547452,93.4,India
2026-04-02,Bengaluru_04,Axle_Component,1713,37,0.8,74.8,43118,75756,14953,133827,1655,1209805,97.8,Asia
2026-04-03,Pune_01,Axle_Component,1186,29,3.1,77.6,38409,82073,20180,140662,1120,985600,90.1,Europe
2026-04-04,Chennai_02,EV_Differential,1446,18,1.6,74.5,54615,67597,14829,137041,1421,996121,95.0,India
2026-04-05,Pune_01,Axle_Component,1658,29,1.2,86.9,41312,72938,16954,131204,1616,1244320,95.5,India
2026-04-06,Pune_01,Motor_Shaft,1745,33,3.1,82.2,52424,92703,10629,155756,1669,1411974,95.3,Europe
2026-04-07,Gurgaon_03,Motor_Shaft,1553,49,1.0,83.9,53904,77047,7694,138645,1483,1090005,95.6,Europe
2026-04-08,Chennai_02,Axle_Component,1360,13,2.9,89.5,46441,85602,21677,153720,1308,949608,96.9,India
2026-04-09,Pune_01,Axle_Component,1059,57,2.8,81.9,57394,65253,11102,133749,981,704358,93.5,India
2026-04-10,Chennai_02,EV_Differential,1714,20,3.0,90.9,45532,78518,13476,137526,1673,1482278,91.5,Europe
2026-04-11,Chennai_02,Axle_Component,1219,30,3.8,83.1,36284,68148,7768,112200,1207,864212,93.8,Europe
2026-04-12,Gurgaon_03,Axle_Component,994,33,2.2,76.8,39522,83928,19773,143223,945,795690,94.3,India
2026-04-13,Gurgaon_03,Gear_Assembly,1058,40,2.5,73.2,50082,69722,24772,144576,1013,885362,91.0,India
2026-04-14,Pune_01,EV_Differential,1389,31,2.5,87.4,46750,87515,16781,151046,1376,1198496,93.9,Europe
2026-04-15,Pune_01,EV_Differential,876,18,2.0,77.0,43009,82007,18542,143558,840,603960,98.1,India
2026-04-16,Pune_01,EV_Differential,1746,54,1.9,74.4,43095,70141,10951,124187,1671,1151319,88.6,Europe
2026-04-17,Gurgaon_03,EV_Differential,982,55,2.4,83.2,57339,80815,8160,146314,971,707859,97.6,India
2026-04-18,Pune_01,Motor_Shaft,1370,23,2.8,72.0,47911,79123,8079,135113,1310,892110,92.2,Asia
2026-04-19,Pune_01,Axle_Component,1291,6,3.7,73.2,38659,70283,17715,126657,1244,1007640,94.2,Asia
2026-04-20,Chennai_02,EV_Differential,1244,22,3.6,74.9,35526,72855,17695,126076,1222,938496,98.3,India
2026-04-21,Pune_01,Gear_Assembly,1328,54,1.5,79.5,46704,91380,7437,145521,1290,865590,90.7,India
2026-04-22,Chennai_02,Gear_Assembly,1302,14,1.7,90.1,58202,65684,11233,135119,1227,1039269,88.3,India
2026-04-23,Bengaluru_04,Axle_Component,1230,44,1.5,80.0,59877,70205,8420,138502,1200,780000,92.3,India
2026-04-24,Bengaluru_04,EV_Differential,1059,46,2.8,88.2,58323,73261,20765,152349,995,702470,90.6,Asia
2026-04-25,Pune_01,Axle_Component,823,9,4.0,77.9,59395,83756,8883,152034,784,522928,90.8,Europe
2026-04-26,Chennai_02,EV_Differential,1542,53,2.7,82.0,36892,94754,10424,142070,1494,1251972,88.8,Europe
2026-04-27,Bengaluru_04,Motor_Shaft,1712,38,1.9,88.2,42412,83402,17077,142891,1668,1100880,91.7,India
2026-04-28,Bengaluru_04,EV_Differential,1231,36,0.9,90.3,52573,88540,19288,160401,1219,1070282,98.0,India
2026-04-29,Chennai_02,Motor_Shaft,1416,39,2.0,71.7,39023,80982,24100,144105,1356,1126836,93.4,Europe
2026-04-30,Pune_01,Axle_Component,968,34,2.8,76.3,54515,94991,14634,164140,922,777246,94.3,Europe
2026-05-01,Pune_01,Axle_Component,1672,47,1.2,71.4,47879,82129,16911,146919,1619,1350246,91.5,Asia
2026-05-02,Chennai_02,Motor_Shaft,1635,13,0.5,91.0,53922,85102,15232,154256,1586,1034072,94.7,Europe
2026-05-03,Chennai_02,EV_Differential,1169,52,1.9,86.2,54333,69261,10466,134060,1143,988695,97.8,Europe
2026-05-04,Pune_01,Motor_Shaft,1730,20,1.8,93.6,39975,69925,17786,127686,1693,1273136,95.8,India
2026-05-05,Bengaluru_04,Gear_Assembly,1332,56,1.9,78.1,44554,67102,10030,121686,1279,1076918,98.9,India
2026-05-06,Gurgaon_03,Gear_Assembly,1403,51,3.3,86.7,53570,77482,8550,139602,1393,1092112,88.0,India
2026-05-07,Pune_01,Motor_Shaft,1654,49,0.9,80.3,44696,79150,24758,148604,1613,1237171,88.9,Europe
2026-05-08,Pune_01,Axle_Component,866,5,0.9,85.7,38751,76744,12261,127756,788,680832,94.6,Europe
2026-05-09,Chennai_02,EV_Differential,1238,23,2.3,84.6,44157,76982,15655,136794,1205,964000,94.2,Asia
2026-05-10,Pune_01,EV_Differential,1232,21,1.8,73.5,55637,77459,23877,156973,1168,929728,91.1,Europe
2026-05-11,Gurgaon_03,Motor_Shaft,1262,51,0.7,92.3,39350,65207,11190,115747,1210,1087790,96.4,India
2026-05-12,Bengaluru_04,Axle_Component,1222,8,3.6,73.2,55534,69060,11765,136359,1184,950752,98.3,India
2026-05-13,Gurgaon_03,Motor_Shaft,914,57,1.1,92.6,55778,72942,14548,143268,856,659120,92.5,India
2026-05-14,Chennai_02,EV_Differential,1262,58,1.2,75.3,41554,81391,24801,147746,1240,1041600,97.2,India
2026-05-15,Chennai_02,Axle_Component,1596,35,2.8,75.7,43907,71922,18953,134782,1546,1303278,91.0,Europe
2026-05-16,Bengaluru_04,Gear_Assembly,1048,54,0.9,88.0,53281,87748,20465,161494,1016,846328,88.7,India
2026-05-17,Chennai_02,Axle_Component,1598,31,0.7,86.8,52648,85108,17979,155735,1554,1375290,95.4,Europe
2026-05-18,Bengaluru_04,Motor_Shaft,1701,35,1.5,88.1,56737,88241,8384,153362,1640,1252960,92.5,India
2026-05-19,Bengaluru_04,EV_Differential,924,12,3.4,71.5,57993,75482,20801,154276,852,570840,89.1,Asia
2026-05-20,Bengaluru_04,Gear_Assembly,1797,14,2.4,71.3,50551,82145,10185,142881,1762,1169968,89.1,India
2026-05-21,Chennai_02,EV_Differential,1614,35,0.6,91.8,50226,66525,7760,124511,1580,1115480,98.6,Europe
2026-05-22,Pune_01,Axle_Component,800,55,1.7,75.9,51344,85565,16691,153600,752,505344,89.3,Asia
2026-05-23,Gurgaon_03,Gear_Assembly,820,41,1.0,70.2,44990,71192,17767,133949,794,582002,94.3,Asia
2026-05-24,Gurgaon_03,Motor_Shaft,1728,30,0.7,78.3,57056,85437,10937,153430,1709,1134776,98.2,India
2026-05-25,Gurgaon_03,Gear_Assembly,1328,13,3.1,92.3,40938,93768,19150,153856,1249,903027,90.5,Asia
2026-05-26,Chennai_02,EV_Differential,1007,56,2.6,94.4,41474,79679,18228,139381,995,697495,92.5,Asia
2026-05-27,Gurgaon_03,EV_Differential,1619,47,3.3,89.1,42512,93231,11931,147674,1582,1341536,98.6,India
2026-05-28,Chennai_02,Axle_Component,1633,30,3.2,82.5,37575,94621,19714,151910,1582,1357356,93.3,Europe
2026-05-29,Chennai_02,Gear_Assembly,1384,23,1.1,83.2,42441,93054,21986,157481,1336,1007344,88.3,Europe
2026-05-30,Bengaluru_04,Motor_Shaft,1228,30,3.4,70.8,48665,89968,13629,152262,1214,1018546,92.1,Asia
2026-05-31,Pune_01,Gear_Assembly,1635,13,2.9,80.1,56711,70097,13461,140269,1621,1249791,89.3,Europe
2026-06-01,Bengaluru_04,Gear_Assembly,1630,51,1.4,83.4,46260,83563,7634,137457,1573,1071213,96.7,Europe
2026-06-02,Chennai_02,Motor_Shaft,1731,10,1.9,89.6,39276,77306,8249,124831,1681,1227130,92.1,Europe
2026-06-03,Chennai_02,Gear_Assembly,1662,23,0.9,94.7,41976,69675,18803,130454,1635,1103625,93.4,Europe
2026-06-04,Gurgaon_03,Axle_Component,1752,10,3.9,75.0,45730,81724,23152,150606,1696,1411072,91.2,Europe
2026-06-05,Gurgaon_03,EV_Differential,1684,14,1.5,73.7,43720,92900,17172,153792,1665,1132200,97.6,India
2026-06-06,Chennai_02,EV_Differential,1009,30,1.8,77.9,54159,80052,13044,147255,968,837320,94.2,Asia
2026-06-07,Gurgaon_03,Gear_Assembly,1600,22,0.9,80.2,52753,90965,24855,168573,1590,1132080,93.1,Europe
2026-06-08,Chennai_02,Axle_Component,1523,11,3.2,70.4,44467,92659,12935,150061,1488,1132368,95.6,Europe
2026-06-09,Bengaluru_04,EV_Differential,1097,58,1.1,76.2,35270,81320,14641,131231,1063,938629,98.7,Europe
2026-06-10,Chennai_02,Gear_Assembly,1189,56,1.2,81.3,51504,71908,17844,141256,1148,805896,95.7,India
2026-06-11,Chennai_02,Axle_Component,885,22,0.5,78.2,42351,87295,21901,151547,861,728406,92.0,India
2026-06-12,Pune_01,Gear_Assembly,1246,39,3.3,93.0,59059,66757,18199,144015,1211,844067,90.8,Europe
2026-06-13,Pune_01,Axle_Component,927,57,0.8,74.6,50929,69747,21238,141914,855,618165,95.2,India
2026-06-14,Bengaluru_04,EV_Differential,1126,56,1.7,72.7,55422,74244,7713,137379,1069,772887,93.6,Europe
2026-06-15,Pune_01,EV_Differential,1548,37,1.1,75.6,38718,87159,14910,140787,1533,1169679,96.8,India
2026-06-16,Bengaluru_04,EV_Differential,1561,46,0.8,82.8,46721,82939,18825,148485,1516,1123356,89.0,India
2026-06-17,Pune_01,Axle_Component,939,39,3.8,87.5,38880,70932,15328,125140,868,674436,90.6,India
2026-06-18,Bengaluru_04,EV_Differential,1611,26,1.1,78.4,35414,71850,9729,116993,1576,1245040,97.5,Europe
2026-06-19,Chennai_02,Axle_Component,1654,7,3.5,88.7,36515,81958,19634,138107,1593,1401840,90.0,India
2026-06-20,Chennai_02,EV_Differential,893,57,3.4,73.1,59468,79179,7039,145686,822,696234,92.7,India
2026-06-21,Pune_01,Motor_Shaft,1489,8,3.8,82.2,49193,79676,17457,146326,1432,1175672,89.4,Europe
2026-06-22,Chennai_02,EV_Differential,1216,35,0.7,88.3,44030,85897,8421,138348,1191,976620,97.2,Asia
2026-06-23,Bengaluru_04,EV_Differential,1579,10,1.7,92.3,52861,90146,16919,159926,1546,1338836,92.0,Asia
2026-06-24,Pune_01,EV_Differential,1699,38,2.8,94.2,46088,94069,15774,155931,1639,1170246,93.2,Europe
2026-06-25,Chennai_02,EV_Differential,1518,22,2.5,79.7,47938,76159,9274,133371,1470,1059870,91.7,India
